L1,L2,L3,R0,R1,R2,Gain,Phase,0_50,50_100,100_150,150_200,200_250,250_300,300_350,350_400,400_450,450_500
1.0,-0.192996640448783,-0.21154750197311092,-0.019775306889598977,0.010174034682936746,0.000887812169792381,0.0021020352838366633,-0.0004038557506903942,0.0002985795756260851,0.03782674048229261,0.11535286613522247,-0.022762965797390906,-0.04508781374704773,0.0650140148630996,0.04587732313353828,0.023860485183386817,0.017612776482352526,0.03957710777138788
-0.192996640448783,1.0,-0.1866428087781523,0.05391061381446762,-0.034146173589106946,0.005840858490957252,-0.0007743507117389588,0.0007701960804919197,0.08931189923750825,0.1802175135934974,0.053340639846695646,-0.05760585558811661,-0.07874352720326086,0.01887794121400065,0.011482014752134184,0.0027747056050714965,-0.00921975259969479,0.010152362280245153
-0.21154750197311092,-0.1866428087781523,1.0,-0.00974718576164217,0.009089987186525223,-0.00536053501048133,-0.0003354141689495175,-8.44288216625876e-05,-0.060455635572178236,-0.1616670530538322,-0.06946881566207463,0.11303336782117858,0.08712468111607116,-0.035189599005582835,0.03899973354350283,0.09529328195150685,0.07087425066777647,0.014402199534115815
-0.019775306889598977,0.05391061381446762,-0.00974718576164217,1.0,0.06624883592666041,0.007522746340954697,0.000504839073907781,0.0014571268141837519,0.02506713541292038,-0.008315958868025906,-0.08737030992744879,-0.08236864250958605,-0.06796794501030604,-0.03354361722270615,-0.022040938043621013,-0.025627177971128352,-0.02549058092967494,-0.01876014512035185
0.010174034682936746,-0.034146173589106946,0.009089987186525223,0.06624883592666041,1.0,0.002363651780987844,0.002961563063041464,0.0009943903459663313,-0.07690782202938579,-0.12919943570181885,0.02683679247886626,0.10647039995705984,0.08863880670674043,0.04058917142379584,0.041999662777484424,0.04480204133984545,0.0351618607595099,0.02871400630004475
0.000887812169792381,0.005840858490957252,-0.00536053501048133,0.007522746340954697,0.002363651780987844,1.0,-0.0021992478263447614,-0.0007984686563536216,0.03299482093164353,0.13491120343263627,0.05926797974609041,-0.002407869587507669,-0.030604248678546882,-0.01295624180611656,-0.013854248475322977,-0.00992945520073968,-0.011322469965376857,-0.010074116813974101
0.0021020352838366633,-0.0007743507117389588,-0.0003354141689495175,0.000504839073907781,0.002961563063041464,-0.0021992478263447614,1.0,-0.0025689071274383806,-0.00023178339014506008,-0.014122087569302475,0.005649999872819974,0.016487268055861575,0.015615959592324341,0.008696395905532702,0.0011339352043801439,0.0035760133485813676,0.005425019389262131,0.008108324874568586
-0.0004038557506903942,0.0007701960804919197,-8.44288216625876e-05,0.0014571268141837519,0.0009943903459663313,-0.0007984686563536216,-0.0025689071274383806,1.0,-0.004738321110011723,-0.022401999867163926,0.21516062492194876,0.24677480175285205,0.08665611595443472,0.009480408141133299,0.12876123536200437,0.14932842810049493,0.0960052205589035,0.050348557862789765
0.0002985795756260851,0.08931189923750825,-0.060455635572178236,0.02506713541292038,-0.07690782202938579,0.03299482093164353,-0.00023178339014506008,-0.004738321110011723,1.0,-0.01789192495384683,-0.030004593520704406,-0.031458907163392114,-0.017064757599568364,0.0031839366949411507,0.004119807374826627,-0.013470752448032272,-0.009946225752266172,0.005483968302921596
0.03782674048229261,0.1802175135934974,-0.1616670530538322,-0.008315958868025906,-0.12919943570181885,0.13491120343263627,-0.014122087569302475,-0.022401999867163926,-0.01789192495384683,1.0,-0.09330921470657771,-0.09783188433856635,-0.06216116455286015,0.12840215388569778,0.02873189201461927,-0.03458809140064786,-0.024656970877329036,0.048842624635190596
0.11535286613522247,0.053340639846695646,-0.06946881566207463,-0.08737030992744879,0.02683679247886626,0.05926797974609041,0.005649999872819974,0.21516062492194876,-0.030004593520704406,-0.09330921470657771,1.0,-0.16075171236168492,-0.1024818681935649,-0.0668506382817405,0.13489969358408319,0.17647448417257905,0.030512661232957535,-0.025627014249559075
-0.022762965797390906,-0.05760585558811661,0.11303336782117858,-0.08236864250958605,0.10647039995705984,-0.002407869587507669,0.016487268055861575,0.24677480175285205,-0.031458907163392114,-0.09783188433856635,-0.16075171236168492,1.0,-0.10235085399530502,-0.0564514116780174,0.0002953886479358209,0.03580742212980959,0.12818143941195106,0.11730348288665397
-0.04508781374704773,-0.07874352720326086,0.08712468111607116,-0.06796794501030604,0.08863880670674043,-0.030604248678546882,0.015615959592324341,0.08665611595443472,-0.017064757599568364,-0.06216116455286015,-0.1024818681935649,-0.10235085399530502,1.0,-0.0710907425801686,-0.05376659904746908,-0.003950582596738233,0.03680537550270348,0.04426600439457279
0.0650140148630996,0.01887794121400065,-0.035189599005582835,-0.03354361722270615,0.04058917142379584,-0.01295624180611656,0.008696395905532702,0.009480408141133299,0.0031839366949411507,0.12840215388569778,-0.0668506382817405,-0.0564514116780174,-0.0710907425801686,1.0,-0.1124895725281795,-0.10688825511694718,-0.03656788386552942,0.08064981416592762
0.04587732313353828,0.011482014752134184,0.03899973354350283,-0.022040938043621013,0.041999662777484424,-0.013854248475322977,0.0011339352043801439,0.12876123536200437,0.004119807374826627,0.02873189201461927,0.13489969358408319,0.0002953886479358209,-0.05376659904746908,-0.1124895725281795,1.0,-0.1408800412898866,-0.09713096040244922,-0.03460105394662806
0.023860485183386817,0.0027747056050714965,0.09529328195150685,-0.025627177971128352,0.04480204133984545,-0.00992945520073968,0.0035760133485813676,0.14932842810049493,-0.013470752448032272,-0.03458809140064786,0.17647448417257905,0.03580742212980959,-0.003950582596738233,-0.10688825511694718,-0.1408800412898866,1.0,-0.13719875313698385,-0.1013260007131734
