L1,L2,L3,R0,R1,R2,Gain,Phase,Stability
1.0,-0.192996640448783,-0.21154750197311092,-0.019775306889598977,0.010174034682936746,0.000887812169792381,0.0021020352838366633,-0.0004038557506903942,0.08298773626744747
-0.192996640448783,1.0,-0.1866428087781523,0.05391061381446762,-0.034146173589106946,0.005840858490957252,-0.0007743507117389588,0.0007701960804919197,0.020112175744205128
-0.21154750197311092,-0.1866428087781523,1.0,-0.00974718576164217,0.009089987186525223,-0.00536053501048133,-0.0003354141689495175,-8.44288216625876e-05,0.0714373985212562
-0.019775306889598977,0.05391061381446762,-0.00974718576164217,1.0,0.06624883592666041,0.007522746340954697,0.000504839073907781,0.0014571268141837519,-0.11531974594940368
0.010174034682936746,-0.034146173589106946,0.009089987186525223,0.06624883592666041,1.0,0.002363651780987844,0.002961563063041464,0.0009943903459663313,0.061862078613090794
0.000887812169792381,0.005840858490957252,-0.00536053501048133,0.007522746340954697,0.002363651780987844,1.0,-0.0021992478263447614,-0.0007984686563536216,0.07482601987200636
0.0021020352838366633,-0.0007743507117389588,-0.0003354141689495175,0.000504839073907781,0.002961563063041464,-0.0021992478263447614,1.0,-0.0025689071274383806,0.0017861761086125911
-0.0004038557506903942,0.0007701960804919197,-8.44288216625876e-05,0.0014571268141837519,0.0009943903459663313,-0.0007984686563536216,-0.0025689071274383806,1.0,0.3035701847855876
0.08298773626744747,0.020112175744205128,0.0714373985212562,-0.11531974594940368,0.061862078613090794,0.07482601987200636,0.0017861761086125911,0.3035701847855876,1.0
